issue,draw_date,sales_amount,one,two,three
2020056,2020-04-15,"44,869,194",5,7,8
2020055,2020-04-14,"49,707,130",6,5,9
2020054,2020-04-13,"49,100,812",0,8,7
2020053,2020-04-12,"45,547,848",5,8,8
2020052,2020-04-11,"44,736,900",2,2,3
2020051,2020-04-10,"45,226,920",7,5,3
2020050,2020-04-09,"44,579,772",5,9,3
2020049,2020-04-08,"44,025,428",7,1,0
2020048,2020-04-07,"44,420,956",8,5,4
2020047,2020-04-06,"42,525,834",8,0,9
2020046,2020-04-05,"40,917,782",3,2,4
2020045,2020-04-04,"42,813,984",0,3,1
2020044,2020-04-03,"41,965,472",1,2,0
2020043,2020-04-02,"40,655,354",0,7,0
2020042,2020-04-01,"36,782,894",2,7,4
2020041,2020-03-31,"33,805,376",7,0,5
2020040,2020-03-30,"28,575,976",3,8,9
2020039,2020-03-29,"25,681,474",8,4,6
2020038,2020-03-28,"23,232,218",7,3,9
2020037,2020-03-27,"24,069,796",1,2,0
2020036,2020-03-26,"22,108,228",3,0,1
2020035,2020-03-25,"20,911,910",3,2,8
2020034,2020-03-24,"20,439,094",4,7,3
2020033,2020-03-23,"18,688,422",7,6,7
2020032,2020-03-22,"18,233,464",6,8,8
2020031,2020-03-21,"16,793,222",9,3,7
2020030,2020-03-20,"15,994,372",7,1,9
2020029,2020-03-19,"14,344,386",3,9,5
2020028,2020-03-18,"12,676,210",5,1,3
2020027,2020-03-17,"11,181,716",2,3,9
2020026,2020-03-16,"10,267,446",7,0,5
2020025,2020-03-15,"8,366,506",4,2,4
2020024,2020-03-14,"7,383,490",6,1,4
2020023,2020-03-13,"7,654,750",0,6,1
2020022,2020-03-12,"7,277,076",6,3,4
2020021,2020-01-21,"18,913,022",9,6,4
2020020,2020-01-20,"20,657,630",1,6,6
2020019,2020-01-19,"19,416,586",9,7,3
2020018,2020-01-18,"18,719,186",5,8,5
2020017,2020-01-17,"19,756,658",7,2,8
2020016,2020-01-16,"18,675,406",4,0,2
2020015,2020-01-15,"18,762,196",3,2,2
2020014,2020-01-14,"19,087,040",1,6,1
2020013,2020-01-13,"18,718,216",0,8,1
2020012,2020-01-12,"17,924,002",3,1,3
2020011,2020-01-11,0,4,5,9
2020010,2020-01-10,"19,275,336",0,1,1
2020009,2020-01-09,"18,898,278",2,0,8
2020008,2020-01-08,"18,966,152",1,8,8
2020007,2020-01-07,"19,147,582",3,0,9
2020006,2020-01-06,"19,204,182",0,8,3
2020005,2020-01-05,"18,156,090",5,6,9
2020004,2020-01-04,"18,240,498",4,9,8
2020003,2020-01-03,"19,530,732",8,9,3
2020002,2020-01-02,"18,315,508",1,6,1
2020001,2020-01-01,"17,917,692",2,0,2
2021351,2021-12-31,"30,809,788",2,6,4
2021350,2021-12-30,"28,590,642",1,3,5
2021349,2021-12-29,"27,642,262",2,9,0
2021348,2021-12-28,"27,259,670",2,4,1
2021347,2021-12-27,"27,114,526",8,3,9
2021346,2021-12-26,"26,826,692",3,4,3
2021345,2021-12-25,"27,337,948",5,0,8
2021344,2021-12-24,"29,417,114",0,4,6
2021343,2021-12-23,"27,129,034",8,8,0
2021342,2021-12-22,"27,794,228",6,7,6
2021341,2021-12-21,"27,046,074",7,0,3
2021340,2021-12-20,"27,856,908",3,2,1
2021339,2021-12-19,"27,269,780",1,8,9
2021338,2021-12-18,"26,775,324",2,4,4
2021337,2021-12-17,"28,162,180",7,2,2
2021336,2021-12-16,"26,413,970",4,5,5
2021335,2021-12-15,"26,974,360",1,1,0
2021334,2021-12-14,"26,403,850",7,9,2
2021333,2021-12-13,"27,304,526",4,0,4
2021332,2021-12-12,"26,024,888",9,3,4
2021331,2021-12-11,"26,038,750",9,4,9
2021330,2021-12-10,"28,422,768",2,0,4
2021329,2021-12-09,"27,252,644",1,3,1
2021328,2021-12-08,"28,431,784",3,3,6
2021327,2021-12-07,"27,689,056",3,2,8
2021326,2021-12-06,"27,688,696",4,6,1
2021325,2021-12-05,"27,740,784",6,1,2
2021324,2021-12-04,"26,504,520",9,3,1
2021323,2021-12-03,"28,730,796",4,5,4
2021322,2021-12-02,"27,230,576",1,7,0
2021321,2021-12-01,"27,762,006",9,7,7
2021320,2021-11-30,"27,405,066",9,4,0
2021319,2021-11-29,"27,607,922",0,8,6
2021318,2021-11-28,"26,252,332",7,3,1
2021317,2021-11-27,"26,852,462",3,5,5
2021316,2021-11-26,"28,110,198",6,8,8
2021315,2021-11-25,"27,213,478",4,8,4
2021314,2021-11-24,"26,339,352",1,9,4
2021313,2021-11-23,"25,881,942",5,9,3
2021312,2021-11-22,"26,415,276",0,0,8
2021311,2021-11-21,"26,135,088",8,0,5
2021310,2021-11-20,"26,849,950",1,4,8
2021309,2021-11-19,"28,990,696",4,5,7
2021308,2021-11-18,"28,633,240",8,3,8
2021307,2021-11-17,"27,966,604",1,8,3
2021306,2021-11-16,"26,614,160",2,3,3
2021305,2021-11-15,"26,757,458",1,5,6
2021304,2021-11-14,"27,999,562",9,0,0
2021303,2021-11-13,"27,967,692",1,4,3
2021302,2021-11-12,"29,495,164",9,2,5
2021301,2021-11-11,"27,957,578",6,2,2
2021300,2021-11-10,"27,034,716",1,4,0
2021299,2021-11-09,"28,716,306",8,8,8
2021298,2021-11-08,"28,442,742",5,8,9
2021297,2021-11-07,"26,738,694",5,1,2
2021296,2021-11-06,"27,069,394",4,6,8
2021295,2021-11-05,"28,836,496",2,3,5
2021294,2021-11-04,"28,604,322",4,8,8
2021293,2021-11-03,"28,177,362",4,2,0
2021292,2021-11-02,"27,497,528",5,2,1
2021291,2021-11-01,"28,156,572",0,4,4
2021290,2021-10-31,"27,028,006",4,8,9
2021289,2021-10-30,"27,706,452",3,2,1
2021288,2021-10-29,"29,913,422",5,6,6
2021287,2021-10-28,"29,949,350",7,7,0
2021286,2021-10-27,"28,754,242",8,5,3
2021285,2021-10-26,"28,367,662",7,8,0
2021284,2021-10-25,"28,110,140",5,0,4
2021283,2021-10-24,"26,974,676",8,0,6
2021282,2021-10-23,"26,894,616",4,7,0
2021281,2021-10-22,"27,752,512",5,9,7
2021280,2021-10-21,"26,218,690",8,6,8
2021279,2021-10-20,"27,981,078",1,1,1
2021278,2021-10-19,"27,913,372",1,5,7
2021277,2021-10-18,"29,016,108",7,0,0
2021276,2021-10-17,"28,004,042",5,0,4
2021275,2021-10-16,"27,606,926",2,7,6
2021274,2021-10-15,"28,479,844",8,1,2
2021273,2021-10-14,"27,367,664",3,1,6
2021272,2021-10-13,"27,068,468",0,2,8
2021271,2021-10-12,"26,417,040",5,3,0
2021270,2021-10-11,"27,011,378",6,7,1
2021269,2021-10-10,"25,960,802",1,3,4
2021268,2021-10-09,"26,401,056",1,8,3
2021267,2021-10-08,"27,166,080",7,0,0
2021266,2021-10-07,"26,091,730",0,5,5
2021265,2021-10-06,"24,695,674",0,9,5
2021264,2021-10-05,"24,443,940",9,5,6
2021263,2021-09-30,"29,732,634",2,4,4
2021262,2021-09-29,"30,091,106",4,1,4
2021261,2021-09-28,"29,965,164",1,9,5
2021260,2021-09-27,"31,256,924",1,8,6
2021259,2021-09-26,"31,505,270",1,1,5
2021258,2021-09-25,"31,730,972",7,5,1
2021257,2021-09-24,"33,295,974",9,1,4
2021256,2021-09-23,"31,854,380",5,0,3
2021255,2021-09-22,"29,423,162",9,1,7
2021254,2021-09-21,"28,172,744",9,4,9
2021253,2021-09-20,"28,200,578",5,6,8
2021252,2021-09-19,"27,924,208",9,7,5
2021251,2021-09-18,"29,245,582",9,4,1
2021250,2021-09-17,"30,630,882",4,4,8
2021249,2021-09-16,"32,262,694",2,9,0
2021248,2021-09-15,"29,826,510",3,0,8
2021247,2021-09-14,"28,203,564",5,2,5
2021246,2021-09-13,"27,962,886",9,8,0
2021245,2021-09-12,"27,205,412",9,2,6
2021244,2021-09-11,"27,720,574",4,0,1
2021243,2021-09-10,"30,207,512",0,9,7
2021242,2021-09-09,"28,928,930",9,7,3
2021241,2021-09-08,"29,214,948",8,4,8
2021240,2021-09-07,"28,816,574",0,1,3
2021239,2021-09-06,"28,699,782",3,1,9
2021238,2021-09-05,"26,836,724",1,3,4
2021237,2021-09-04,"28,190,618",2,0,3
2021236,2021-09-03,"29,044,804",7,1,4
2021235,2021-09-02,"27,977,016",3,3,2
2021234,2021-09-01,"27,920,642",1,6,3
2021233,2021-08-31,"29,395,444",0,2,2
2021232,2021-08-30,"30,149,078",7,7,9
2021231,2021-08-29,"28,910,138",7,6,2
2021230,2021-08-28,"28,391,430",7,7,5
2021229,2021-08-27,"29,617,146",3,5,9
2021228,2021-08-26,"31,865,298",5,5,2
2021227,2021-08-25,"31,574,454",3,5,7
2021226,2021-08-24,"32,944,264",5,0,9
2021225,2021-08-23,"33,518,710",8,2,4
2021224,2021-08-22,"30,936,600",9,3,7
2021223,2021-08-21,"29,654,918",8,2,3
2021222,2021-08-20,"31,321,382",0,2,8
2021221,2021-08-19,"30,256,104",1,8,5
2021220,2021-08-18,"29,661,720",1,2,7
2021219,2021-08-17,"28,294,788",3,2,9
2021218,2021-08-16,"30,030,274",5,3,0
2021217,2021-08-15,"28,638,878",5,4,7
2021216,2021-08-14,"29,895,278",4,5,4
2021215,2021-08-13,"30,775,940",7,1,2
2021214,2021-08-12,"28,787,926",2,8,1
2021213,2021-08-11,"28,283,634",1,2,0
2021212,2021-08-10,"28,691,580",0,1,2
2021211,2021-08-09,"28,161,678",6,7,5
2021210,2021-08-08,"27,687,804",5,8,2
2021209,2021-08-07,"27,449,706",6,5,4
2021208,2021-08-06,"28,613,936",5,2,0
2021207,2021-08-05,"29,624,952",0,7,0
2021206,2021-08-04,"28,866,618",4,6,9
2021205,2021-08-03,"28,929,642",0,8,2
2021204,2021-08-02,"29,179,604",5,0,6
2021203,2021-08-01,"28,574,546",9,5,9
2021202,2021-07-31,"30,082,676",4,8,8
2021201,2021-07-30,"30,468,388",2,4,5
2021200,2021-07-29,"30,030,980",4,0,9
2021199,2021-07-28,"28,917,952",4,8,3
2021198,2021-07-27,"28,206,008",1,8,5
2021197,2021-07-26,"28,459,004",0,6,4
2021196,2021-07-25,"28,693,000",8,6,6
2021195,2021-07-24,"28,723,382",6,0,2
2021194,2021-07-23,"30,527,642",5,2,3
2021193,2021-07-22,"27,861,294",9,5,1
2021192,2021-07-21,"27,531,930",7,4,0
2021191,2021-07-20,"27,654,248",0,4,9
2021190,2021-07-19,"27,946,176",4,2,8
2021189,2021-07-18,"26,687,196",8,1,0
2021188,2021-07-17,"27,604,942",6,0,8
2021187,2021-07-16,"29,384,754",3,7,5
2021186,2021-07-15,"29,240,250",6,9,1
2021185,2021-07-14,"27,999,224",6,9,5
2021184,2021-07-13,"27,707,134",8,1,1
2021183,2021-07-12,"27,263,780",3,5,0
2021182,2021-07-11,"27,564,834",2,2,9
2021181,2021-07-10,"28,245,208",5,4,9
2021180,2021-07-09,"29,924,152",9,3,0
2021179,2021-07-08,"29,956,610",8,6,6
2021178,2021-07-07,"30,527,232",9,0,0
2021177,2021-07-06,"31,505,334",0,1,7
2021176,2021-07-05,"30,904,164",8,6,5
2021175,2021-07-04,"30,903,746",1,1,7
2021174,2021-07-03,"30,764,044",2,4,3
2021173,2021-07-02,"33,090,990",0,9,7
2021172,2021-07-01,"32,693,390",7,5,7
2021171,2021-06-30,"32,077,284",4,6,5
2021170,2021-06-29,"31,948,326",4,9,9
2021169,2021-06-28,"32,642,108",1,1,6
2021168,2021-06-27,"31,574,516",9,4,6
2021167,2021-06-26,"32,512,318",6,6,5
2021166,2021-06-25,"34,021,898",8,1,0
2021165,2021-06-24,"32,909,640",5,0,6
2021164,2021-06-23,"30,366,230",1,3,7
2021163,2021-06-22,"36,195,336",6,1,1
2021162,2021-06-21,"33,807,356",7,9,3
2021161,2021-06-20,"32,123,882",7,6,2
2021160,2021-06-19,"31,813,002",9,5,8
2021159,2021-06-18,"33,031,610",2,3,7
2021158,2021-06-17,"32,410,410",9,0,5
2021157,2021-06-16,"32,176,562",2,1,9
2021156,2021-06-15,"31,266,850",7,3,2
2021155,2021-06-14,"28,955,944",2,1,7
2021154,2021-06-13,"30,007,546",5,9,1
2021153,2021-06-12,"29,177,946",3,6,8
2021152,2021-06-11,"30,592,146",3,4,8
2021151,2021-06-10,"30,547,166",8,2,6
2021150,2021-06-09,"29,989,516",3,0,1
2021149,2021-06-08,"33,738,710",8,7,8
2021148,2021-06-07,"31,443,538",2,1,5
2021147,2021-06-06,"30,306,692",2,5,7
2021146,2021-06-05,"29,205,914",9,0,1
2021145,2021-06-04,"29,822,606",2,4,5
2021144,2021-06-03,"29,106,522",0,7,4
2021143,2021-06-02,"27,346,540",3,8,6
2021142,2021-06-01,"28,275,986",1,9,7
2021141,2021-05-31,"27,339,508",1,0,3
2021140,2021-05-30,"27,026,558",1,3,2
2021139,2021-05-29,"26,597,086",6,4,9
2021138,2021-05-28,"28,756,628",9,2,8
2021137,2021-05-27,"27,372,124",6,8,5
2021136,2021-05-26,"24,805,184",4,6,9
2021135,2021-05-25,"26,582,376",5,0,5
2021134,2021-05-24,"25,524,442",2,1,6
2021133,2021-05-23,"25,273,014",5,3,2
2021132,2021-05-22,"25,000,986",7,4,1
2021131,2021-05-21,"27,377,006",2,2,3
2021130,2021-05-20,"26,604,628",1,7,2
2021129,2021-05-19,"25,994,044",7,9,3
2021128,2021-05-18,"26,447,972",6,8,9
2021127,2021-05-17,"25,983,816",4,4,9
2021126,2021-05-16,"26,059,790",8,1,3
2021125,2021-05-15,"26,255,592",9,1,9
2021124,2021-05-14,"28,409,846",4,9,2
2021123,2021-05-13,"27,558,058",8,2,2
2021122,2021-05-12,"25,968,238",8,5,3
2021121,2021-05-11,"27,017,406",0,8,0
2021120,2021-05-10,"26,952,948",6,8,6
2021119,2021-05-09,"26,678,074",1,3,6
2021118,2021-05-08,"26,961,870",6,9,4
2021117,2021-05-07,"28,993,024",9,2,3
2021116,2021-05-06,"28,179,882",4,1,4
2021115,2021-05-05,"26,455,504",8,3,4
2021114,2021-05-04,"25,176,460",7,1,3
2021113,2021-05-03,"25,198,490",0,3,2
2021112,2021-05-02,"24,653,464",4,5,1
2021111,2021-05-01,"25,184,426",8,3,8
2021110,2021-04-30,"28,193,702",2,3,4
2021109,2021-04-29,"28,419,328",1,7,2
2021108,2021-04-28,"28,540,174",5,5,3
2021107,2021-04-27,"28,120,640",2,6,4
2021106,2021-04-26,"28,298,740",7,3,3
2021105,2021-04-25,"27,671,298",6,3,8
2021104,2021-04-24,"27,154,836",9,0,6
2021103,2021-04-23,"28,376,178",8,3,3
2021102,2021-04-22,"34,985,820",1,1,6
2021101,2021-04-21,"34,660,670",7,8,6
2021100,2021-04-20,"35,228,900",2,7,6
2021099,2021-04-19,"34,030,086",4,9,1
2021098,2021-04-18,"33,089,956",3,0,2
2021097,2021-04-17,"31,145,738",8,1,6
2021096,2021-04-16,"32,240,364",5,9,3
2021095,2021-04-15,"30,210,342",9,5,2
2021094,2021-04-14,"28,047,350",5,6,9
2021093,2021-04-13,"27,693,884",4,3,1
2021092,2021-04-12,"27,701,700",8,7,0
2021091,2021-04-11,"26,684,692",4,7,2
2021090,2021-04-10,"27,208,060",6,7,8
2021089,2021-04-09,"30,315,792",2,4,5
2021088,2021-04-08,"29,691,480",3,0,4
2021087,2021-04-07,"29,393,694",8,6,6
2021086,2021-04-06,"29,758,860",2,6,3
2021085,2021-04-05,"28,434,728",9,9,6
2021084,2021-04-04,"27,450,140",4,9,3
2021083,2021-04-03,"27,473,258",6,7,6
2021082,2021-04-02,"30,894,266",2,2,7
2021081,2021-04-01,"31,725,886",2,4,1
2021080,2021-03-31,"31,412,696",6,4,5
2021079,2021-03-30,"30,152,548",9,5,9
2021078,2021-03-29,"30,983,832",6,8,6
2021077,2021-03-28,"29,850,392",7,1,0
2021076,2021-03-27,"30,910,836",0,1,8
2021075,2021-03-26,"32,598,256",0,6,8
2021074,2021-03-25,"31,648,754",2,7,9
2021073,2021-03-24,"32,022,156",1,7,3
2021072,2021-03-23,"32,040,264",5,6,2
2021071,2021-03-22,"29,997,434",6,5,5
2021070,2021-03-21,"29,308,360",9,8,8
2021069,2021-03-20,"29,986,298",7,1,9
2021068,2021-03-19,"31,879,906",0,4,5
2021067,2021-03-18,"31,372,706",1,7,0
2021066,2021-03-17,"30,875,024",5,2,3
2021065,2021-03-16,"32,608,154",6,4,2
2021064,2021-03-15,"32,104,050",6,2,6
2021063,2021-03-14,"31,572,200",6,7,3
2021062,2021-03-13,"30,817,598",4,4,6
2021061,2021-03-12,"33,472,546",3,6,8
2021060,2021-03-11,"32,344,710",6,5,5
2021059,2021-03-10,"30,580,884",6,3,6
2021058,2021-03-09,"30,140,372",9,7,2
2021057,2021-03-08,"29,249,692",2,5,7
2021056,2021-03-07,"29,775,726",6,2,2
2021055,2021-03-06,"28,735,676",6,0,7
2021054,2021-03-05,"29,398,388",1,2,5
2021053,2021-03-04,"26,701,142",9,5,4
2021052,2021-03-03,"26,540,960",9,8,6
2021051,2021-03-02,"26,537,744",7,3,0
2021050,2021-03-01,"26,317,408",4,6,0
2021049,2021-02-28,"21,920,886",6,0,3
2021048,2021-02-27,"21,316,158",9,4,5
2021047,2021-02-26,"21,944,652",6,2,6
2021046,2021-02-25,"21,422,220",0,4,7
2021045,2021-02-24,"21,433,408",2,5,2
2021044,2021-02-23,"20,393,150",2,6,9
2021043,2021-02-22,"20,474,822",0,5,4
2021042,2021-02-21,"18,539,210",9,5,6
2021041,2021-02-20,"18,524,934",9,9,2
2021040,2021-02-19,"19,955,084",3,4,1
2021039,2021-02-08,"22,681,374",6,7,5
2021038,2021-02-07,"20,630,658",4,9,2
2021037,2021-02-06,"20,834,416",1,6,1
2021036,2021-02-05,"21,166,330",9,5,6
2021035,2021-02-04,"20,088,572",5,4,6
2021034,2021-02-03,"19,949,070",5,3,4
2021033,2021-02-02,"19,981,668",4,5,2
2021032,2021-02-01,"19,903,612",3,7,3
2021031,2021-01-31,"19,300,234",7,1,4
2021030,2021-01-30,"23,158,412",2,2,5
2021029,2021-01-29,"23,783,698",8,6,5
2021028,2021-01-28,"22,264,892",7,9,0
2021027,2021-01-27,"22,030,936",0,2,3
2021026,2021-01-26,"20,692,402",4,2,6
2021025,2021-01-25,"20,160,230",8,5,9
2021024,2021-01-24,"19,733,228",3,4,2
2021023,2021-01-23,"20,354,004",8,4,0
2021022,2021-01-22,"21,380,130",9,6,3
2021021,2021-01-21,"21,127,240",9,7,2
2021020,2021-01-20,"20,119,008",3,9,8
2021019,2021-01-19,"19,585,162",2,5,2
2021018,2021-01-18,"18,631,424",4,6,8
2021017,2021-01-17,"20,875,186",0,0,1
2021016,2021-01-16,"21,128,444",2,2,3
2021015,2021-01-15,"22,061,700",6,5,9
2021014,2021-01-14,"21,042,314",7,9,0
2021013,2021-01-13,"23,143,624",8,8,7
2021012,2021-01-12,"22,372,966",9,0,6
2021011,2021-01-11,"21,499,200",9,6,0
2021010,2021-01-10,"20,735,744",7,4,3
2021009,2021-01-09,"20,852,920",2,3,1
2021008,2021-01-08,"21,377,428",6,4,7
2021007,2021-01-07,"21,156,076",9,0,1
2021006,2021-01-06,"20,861,888",9,0,8
2021005,2021-01-05,"21,134,946",6,3,3
2021004,2021-01-04,"21,161,864",5,0,1
2021003,2021-01-03,"20,460,458",8,8,0
2021002,2021-01-02,"20,452,054",3,5,5
2021001,2021-01-01,"20,435,854",3,2,6
2022351,2022-12-31,"44,331,434",0,9,2
2022350,2022-12-30,"43,422,236",2,8,6
2022349,2022-12-29,"41,263,068",4,9,1
2022348,2022-12-28,"40,056,876",7,3,9
2022347,2022-12-27,"40,357,890",9,2,5
2022346,2022-12-26,"39,009,688",5,3,8
2022345,2022-12-25,"38,936,384",4,6,0
2022344,2022-12-24,"40,213,556",2,0,9
2022343,2022-12-23,"39,160,680",3,8,2
2022342,2022-12-22,"39,390,620",3,8,3
2022341,2022-12-21,"39,598,018",0,8,4
2022340,2022-12-20,"38,561,326",2,8,7
2022339,2022-12-19,"39,417,104",5,2,5
2022338,2022-12-18,"38,023,402",4,1,6
2022337,2022-12-17,"37,615,128",2,1,7
2022336,2022-12-16,"40,467,194",3,8,7
2022335,2022-12-15,"40,219,758",0,1,4
2022334,2022-12-14,"40,075,178",3,8,3
2022333,2022-12-13,"40,069,748",8,5,1
2022332,2022-12-12,"39,959,372",4,2,2
2022331,2022-12-11,"40,187,614",8,0,8
2022330,2022-12-10,"39,285,212",2,2,1
2022329,2022-12-09,"39,483,006",1,6,7
2022328,2022-12-08,"39,313,906",6,2,0
2022327,2022-12-07,"41,461,778",2,8,9
2022326,2022-12-06,"37,798,412",2,8,9
2022325,2022-12-05,"37,518,294",7,6,0
2022324,2022-12-04,"37,213,924",8,4,9
2022323,2022-12-03,"36,271,470",7,1,2
2022322,2022-12-02,"37,560,392",3,3,5
2022321,2022-12-01,"36,560,012",8,6,1
2022320,2022-11-30,"41,813,002",7,4,7
2022319,2022-11-29,"39,901,420",0,6,9
2022318,2022-11-28,"39,924,222",0,2,1
2022317,2022-11-27,"37,943,418",2,6,8
2022316,2022-11-26,"38,102,170",2,8,0
2022315,2022-11-25,"39,136,120",5,6,2
2022314,2022-11-24,"36,644,890",7,1,5
2022313,2022-11-23,"38,219,384",1,6,9
2022312,2022-11-22,"39,334,808",1,3,2
2022311,2022-11-21,"40,609,858",6,8,2
2022310,2022-11-20,"40,701,106",2,5,7
2022309,2022-11-19,"42,641,242",0,4,1
2022308,2022-11-18,"45,986,882",2,1,6
2022307,2022-11-17,"41,827,924",3,7,2
2022306,2022-11-16,"42,798,706",5,5,9
2022305,2022-11-15,"42,039,220",0,4,8
2022304,2022-11-14,"41,173,508",1,7,4
2022303,2022-11-13,"39,825,800",5,3,3
2022302,2022-11-12,"39,974,620",8,7,5
2022301,2022-11-11,"49,242,396",1,8,1
2022300,2022-11-10,"48,870,004",0,9,4
2022299,2022-11-09,"48,475,496",2,9,9
2022298,2022-11-08,"45,848,120",8,7,2
2022297,2022-11-07,"46,059,114",1,1,1
2022296,2022-11-06,"45,798,336",0,0,9
2022295,2022-11-05,"45,754,928",6,0,8
2022294,2022-11-04,"49,555,302",6,6,6
2022293,2022-11-03,"47,741,202",3,8,5
2022292,2022-11-02,"47,276,140",9,7,7
2022291,2022-11-01,"50,629,872",6,3,3
2022290,2022-10-31,"48,352,296",8,3,7
2022289,2022-10-30,"47,709,088",7,6,9
2022288,2022-10-29,"45,048,428",5,6,1
2022287,2022-10-28,"46,291,222",7,4,6
2022286,2022-10-27,"43,532,292",9,8,0
2022285,2022-10-26,"41,873,934",4,3,6
2022284,2022-10-25,"43,920,236",7,5,2
2022283,2022-10-24,"45,439,752",8,2,0
2022282,2022-10-23,"42,761,748",8,9,6
2022281,2022-10-22,"44,533,348",1,0,1
2022280,2022-10-21,"50,773,266",1,3,3
2022279,2022-10-20,"49,661,146",9,7,4
2022278,2022-10-19,"47,898,018",4,9,2
2022277,2022-10-18,"45,174,906",2,4,6
2022276,2022-10-17,"44,163,668",7,6,1
2022275,2022-10-16,"44,224,096",0,5,9
2022274,2022-10-15,"44,127,568",0,6,5
2022273,2022-10-14,"44,789,708",7,4,6
2022272,2022-10-13,"42,178,768",3,2,9
2022271,2022-10-12,"41,224,456",5,6,7
2022270,2022-10-11,"40,341,990",2,2,7
2022269,2022-10-10,"40,187,200",3,7,5
2022268,2022-10-09,"38,593,740",3,8,4
2022267,2022-10-08,"39,417,726",5,3,4
2022266,2022-10-07,"41,374,690",2,1,0
2022265,2022-10-06,"37,363,648",4,6,4
2022264,2022-10-05,"36,980,902",7,8,6
2022263,2022-09-30,"46,227,020",3,3,5
2022262,2022-09-29,"43,578,838",3,2,9
2022261,2022-09-28,"41,738,610",0,2,6
2022260,2022-09-27,"40,012,344",4,6,9
2022259,2022-09-26,"40,026,928",4,4,8
2022258,2022-09-25,"37,830,530",1,9,6
2022257,2022-09-24,"37,968,698",7,9,2
2022256,2022-09-23,"38,563,768",4,0,5
2022255,2022-09-22,"39,361,862",3,3,9
2022254,2022-09-21,"39,342,262",7,3,5
2022253,2022-09-20,"38,602,478",9,1,6
2022252,2022-09-19,"39,275,672",1,6,7
2022251,2022-09-18,"36,231,822",1,2,4
2022250,2022-09-17,"36,309,430",0,1,5
2022249,2022-09-16,"38,631,584",0,0,6
2022248,2022-09-15,"38,744,680",0,4,9
2022247,2022-09-14,"37,260,682",4,4,6
2022246,2022-09-13,"36,555,522",8,3,2
2022245,2022-09-12,"35,468,370",8,4,6
2022244,2022-09-11,"34,237,072",1,2,4
2022243,2022-09-10,"33,575,322",4,7,4
2022242,2022-09-09,"35,965,124",0,8,9
2022241,2022-09-08,"38,343,704",0,7,3
2022240,2022-09-07,"45,591,974",1,9,5
2022239,2022-09-06,"45,356,856",2,8,9
2022238,2022-09-05,"46,645,340",6,2,2
2022237,2022-09-04,"43,814,294",6,9,9
2022236,2022-09-03,"43,670,520",8,8,5
2022235,2022-09-02,"44,511,448",8,2,4
2022234,2022-09-01,"44,337,762",8,8,7
2022233,2022-08-31,"44,687,038",8,6,7
2022232,2022-08-30,"41,880,956",6,4,2
2022231,2022-08-29,"41,068,332",4,6,6
2022230,2022-08-28,"39,297,558",9,0,1
2022229,2022-08-27,"40,108,392",7,6,6
2022228,2022-08-26,"41,695,292",5,4,4
2022227,2022-08-25,"38,775,442",6,1,3
2022226,2022-08-24,"38,502,668",9,8,9
2022225,2022-08-23,"37,772,206",4,3,1
2022224,2022-08-22,"37,725,524",8,9,7
2022223,2022-08-21,"36,337,834",0,5,8
2022222,2022-08-20,"36,966,214",2,9,1
2022221,2022-08-19,"38,049,272",2,4,6
2022220,2022-08-18,"38,146,634",3,8,0
2022219,2022-08-17,"38,623,180",2,9,2
2022218,2022-08-16,"37,451,510",7,4,5
2022217,2022-08-15,"35,868,902",5,1,4
2022216,2022-08-14,"37,316,620",7,6,2
2022215,2022-08-13,"36,614,394",0,6,2
2022214,2022-08-12,"38,333,316",8,2,2
2022213,2022-08-11,"38,017,508",8,2,9
2022212,2022-08-10,"37,202,900",6,4,4
2022211,2022-08-09,"37,397,856",3,2,1
2022210,2022-08-08,"37,193,744",6,3,0
2022209,2022-08-07,"34,897,340",3,5,6
2022208,2022-08-06,"34,345,702",6,3,2
2022207,2022-08-05,"35,444,346",4,6,5
2022206,2022-08-04,"35,810,804",2,2,2
2022205,2022-08-03,"32,312,422",4,6,8
2022204,2022-08-02,"36,065,510",6,6,6
2022203,2022-08-01,"36,857,608",6,2,9
2022202,2022-07-31,"36,507,034",9,0,2
2022201,2022-07-30,"36,083,034",2,1,3
2022200,2022-07-29,"39,344,792",3,0,3
2022199,2022-07-28,"38,213,968",3,3,2
2022198,2022-07-27,"36,768,022",0,3,7
2022197,2022-07-26,"39,149,666",9,3,0
2022196,2022-07-25,"39,869,656",1,2,3
2022195,2022-07-24,"39,933,596",1,2,2
2022194,2022-07-23,"39,523,864",7,8,0
2022193,2022-07-22,"42,549,146",1,6,2
2022192,2022-07-21,"41,279,254",6,8,1
2022191,2022-07-20,"40,768,608",2,1,0
2022190,2022-07-19,"40,256,602",7,4,8
2022189,2022-07-18,"40,159,784",2,3,5
2022188,2022-07-17,"37,792,594",4,8,1
2022187,2022-07-16,"37,802,912",7,1,8
2022186,2022-07-15,"39,615,656",1,5,3
2022185,2022-07-14,"38,423,218",5,4,5
2022184,2022-07-13,"37,923,204",9,6,6
2022183,2022-07-12,"39,259,844",1,8,8
2022182,2022-07-11,"37,983,910",4,0,6
2022181,2022-07-10,"37,327,118",0,7,1
2022180,2022-07-09,"38,399,524",3,1,2
2022179,2022-07-08,"39,772,438",9,4,6
2022178,2022-07-07,"39,565,612",9,2,1
2022177,2022-07-06,"37,031,126",2,4,2
